y	x
0	military adventurism
1	all was not lost
0	some guano rock in the pacific
1	to set priorities
1	wanted to ignore
1	came to anderson 's support
0	bin ladin and mullah omar put together
0	tacitly agreeing to ignore
1	most open
1	continue to strengthen
0	some doubts
0	stands alone
1	hopes
0	warned
1	early
0	kick chavez out of power
1	seek
0	intimidation
0	ridicule
1	is a story of success
0	big challenge
1	trust
1	cornered
0	even though aware of the allegations concerning him
0	accusing
1	to support
1	had to be dealt with firmly
0	thugs and fraud
1	in argentina 's defense
0	uncontrollable social situation
0	unheeded
0	rejected
0	not a legitimate government
0	uncertainties
1	navigating uncharted waters
0	impossible to maintain
0	particularly disturbed
0	clucked and shook his head
0	opinion
0	anti us sentiment
1	legitimate
0	it had all been in vain
0	insufficient
1	considers
0	another setback for the imf
0	essentially close off international use of the station
0	difficulties
0	axis of evil
0	can not condone more than anything
1	normal relations
1	a free hand regarding chechnia
1	congratulated
0	abandon its one sidedness
0	deliberately
1	legitimate
0	excessive
0	with various concerns in mind
0	threatening
0	is suspected
0	unfortunately for the nation
0	psychology of maintaining us supremacy
0	opposed
1	is undoubtedly justified
0	even in some cases pure falsehoods
0	patchwork
0	is now objecting
0	axis of evil
1	surged
0	was explicitly embraced
0	do n't want
0	did not sound the alarm in time
1	fair
0	rigged and unacceptable
0	but there is little i can do
0	did not adequately
1	supporter
1	have complete confidence
0	perennially divisive issue of taiwan
1	transparent , credible , free and fair
0	will not concur
0	though mr tobin has finally mastered the diapering process , his baby who is 15 years old is not amused
0	opposes and rejects
1	owing allegiance
0	spoke out against
0	i 'd hate to see who got second place
0	damaging to the state 's interests
0	murderous thugs
0	will have no universally acknowledged
0	muscle flexing
0	were only to be expected
1	a human virtue
0	flawed
0	have been heavily critical
0	such a disadvantageous situation
0	is considered
0	left has compounded anti americanism into dogma
0	rapidly absorbing
0	has not brought the israeli public security
0	oddly enough
1	unity
0	some questionable aspects
0	conceded
0	the inevitable
1	everyday life will get back to normal
1	excellent technical preparation and mature action
0	criticism
1	active role
1	favour independence
1	want
0	of course
0	plotting to bring down each other
0	hardly anyone
0	is at stake
1	chavez a friend and his closest political ally
0	slams
0	furthermore
0	has warned
0	concern
1	humane
0	was martyred
0	made pronouncements against
0	rigging
1	wants
0	complaints of
0	not out of concern
0	might have gone off his rocker once
0	because of the misguided
0	straighten this mess out
1	legitimate
0	not only
0	doomed to failure
1	was endorsed
0	mistake
0	bold
1	that will win us votes
1	to accept
0	doubts
0	turned down
0	severely reduces
0	unlawful combatants
1	wants to push ahead
1	hoped
1	wanting
1	promises
1	a view
0	dropping
0	in a way that threatens
1	became an enthusiastic member
1	effectively curb
0	backlash of adverse reactions
0	total submission
0	utter defiance
0	opposition
1	right and proper
0	strongly denounced
0	blabbing
0	bluntly criticize and oppose
0	blind and murderous rage
1	bragged
0	debacle
1	appeals
0	in protest
0	problems as being unsolvable
0	because
0	has been accused
0	has denied
0	are accusing
0	arm twist
0	will be forced
0	as if they were quarries
0	hypocrisy
0	criticism
0	brutal
0	shameful silence
0	sound the alarm
1	free and proud
1	support by
1	immediately
0	has not satisfied
1	getting better
0	were suffering
0	protests
0	are so hated
0	had alienated
0	badly shaking ( their ) faith in
0	sensory deprivation
0	challenged
0	a stolen victory and an illegitimate government
0	unable to meet the minimum legitimate
1	compatriots
1	can actually enhance our competitiveness
0	suffering from some intoxication
0	rank as the understatement of the year
0	conflict of interests
0	cling obstinately
0	opposition activists
0	are blaming
1	legitimate
0	know
0	faces of evil
0	needed to be wiped out
0	his aggression
0	social explosion
0	the black hole of mazar isharif
0	against
1	to assure
0	debatable
0	impassioned american campaign against new phobias
0	over something as petty as envy
0	to intimidate women and children
0	one body with two heads
0	loud opposition
0	concern
0	many problems
0	holding things up to hurt his chances
1	hope
1	more international responsibility
1	recalling
0	denunciation
0	imperialist war maniacs
0	draw the ire of
0	spectacularly
0	understand
0	was seen
1	want
0	certifiably dead
1	favorite of
1	sobriety among
0	lack of transparency
1	has unashamedly seen fit
1	hoped to further strengthen
0	refuses to consider
0	could understand
0	a power vacuum
0	mistreatment
0	was not delighted with
1	want
0	condemns
1	has revealed george bush 's talents as a war leader
0	so called
0	to its knees
0	ignoring
0	terrorist
1	full support
0	became too interventionist
0	the sense of frustration
0	very painful way
0	branded as evil
0	promises are cheap
0	however fraudulent
1	was confident
0	violent reaction
1	agreeable to
0	pose ``a grave and growing danger
0	on the rise
0	protested
0	utter boredom
0	one can only speak of mismanagement
1	with a large degree of confidence
0	aim
0	the disturber of peace
0	responsible for the country 's problems
0	it is due to this hegemony
0	axis of evil
1	real
0	shoot the man out of office
1	a border of peace and good neighbourliness
0	cowed
0	arrogance toward
1	competent and scrupulously honest
0	ignored
0	manipulation
0	a valentine to the coal and oil industry
0	not a fair election
0	is subordinated to his own personal sentiments and ambition
1	is wide awake
1	richest
0	are agitating
1	have been endeavoring to prevent
0	blame
0	veils his fears and traumas
0	outside the scope
1	promote meetings
0	pro opposition
0	declining support for
0	expressing concern
0	queried
1	unquestionably
1	urged
0	in a state of war
1	is considered
1	would want
0	look clueless as to what really is inhumane
1	seeking to mend fences
1	put an end to sensitivities , hatred , and injustice
0	filed a complaint
0	would not support
0	accuses
0	not regular patients
0	downfall of their puppet pahlavi regime
0	wantonly infringing
0	can only lead to bad decisions
0	believe
0	is craving
0	axis of evil
1	favorably
1	treated with respect
0	so many uncertainties
0	nothing was done to prevent the disaster awaiting
0	have made every israeli an enemy and a target
0	changing our values and our way of life would be terrorism 's first victory
1	appreciating
1	supported and welcomed
0	can not
0	sat back with arms folded would have made us all hostages
0	attacks
1	vast
1	hopes
1	pent up demand
1	its chance
1	most interesting
0	ambiguous
0	incapable
1	going in the right direction
1	popular support
1	will be instrumental
1	wanted
0	axis of evil
0	psychological sense of isolation , domination and futility
1	want
0	bent on
1	flexibility
0	those who are not with him are against him
0	nor are they
0	satisfied in any way
1	long urged
1	has vowed
0	quit its moves to obstruct a fair middle east settlement
0	severely endangered
0	have no grasp
0	grand strategy
0	impossible
0	taking advantage of
0	would be crushed one by one
0	warned
1	would want
1	it 's a proud freedom day
0	can never be just one guilty party
1	vowed
0	warned
0	wily israeli aggressors
0	a gift to those who stole the cyprus government
0	is aghast
1	hopes
0	axis of evil
1	hailed
1	only be averted
0	perception
0	legal protection and backing
0	rogue nations
0	was swift to denounce
0	of all places
0	charged
0	meddling
0	expresses its discontent
0	accused
0	under the excuse of fighting terrorism
0	complained
0	was offended
0	hardline
0	atrocious conditions
0	declining
0	emphatically condemned
0	slowly growing weaker
1	in any doubt
0	ideological fight against capitalism
1	agreed
1	traditions of humane treatment
1	running as a hopeful
1	called on
0	not devoid of slips of the tongue
1	possible to ensure the environmental integrity
0	despite
0	very substantial
1	adequate
0	no decisive action
0	final straw
0	has n't officially declared war
0	us supremacy
1	legitimate
1	endorsed
0	politician incapable of controlling the palestinian suicide bombers
0	is ignoring its commitments in the current situation
0	spitting incident or threat
0	were disenfranchised
1	appropriate , serious , and worthy measures
0	dismisses
0	it 's really strange
1	to convince
0	attacks on the freedoms and values
1	counting on
1	leading role
0	accusing
0	are lining up to condemn
1	humanely
1	far
1	willing
0	bad treatment
0	suspected
0	blamed
1	among the countries that have pledged
0	nothing seemed more normal than to settle in someone else 's territory
0	not in its favor
0	warning
0	military morale is at stake
1	the consensus
0	the illusion
0	absurd
0	asked
1	to make some bold decisions
0	the daunting problem of sparking an economic recovery
0	can probably never pass this test
0	one of the most serious crises of our time
0	at the severe end
0	excuses
0	may also have changed nothing
1	friendly
0	undermine
1	supporting
0	seriously
1	will not do or say anything that could damage
0	fierce demonstrations
1	the cheaters were the imf
0	was angered
0	false premises regarding anticipated government revenues
1	mate up
0	criticized
0	was refused
0	non negotiable
0	oh , my god
0	would not find it at all strange
1	humanely
0	mate up with terrorist organizations
0	burden
1	credible
0	poses a new threat
1	these values and ideas
0	fears
0	incited
1	plan
0	squeezing
1	immediate support
0	it has not kept its promises
0	expressed concern
0	only major obstacle
1	useful
0	unable to show a modicum of internal political discipline
0	unfavourable report submitted
0	unfortunately
1	clearly
0	deteriorated
0	not honest about championing
0	largest illusion
0	launched a stinging attack
0	not a normal country
0	harbored intentions
0	although , of course , these super rigid activities are to a great extent warranted
0	the hardest of the hard core
0	warned
0	is still taking the cool approach
1	could not have wished for a better situation
0	frustrate
1	humanely
0	where there are not even polls
0	scheme
0	not only earned a bad name
1	vast
0	pretext to crack down on legitimate dissent
0	marred by
1	could benefit
1	could have expected
1	peace and compromise
0	violence and intimidation
0	confiscate
0	sudden deterioration
0	very different
1	has been committed
0	systematic campaign of violence and intimidation
1	if one prefers
0	this is our major concern
0	are denouncing
0	seems to be murky here
0	it 's very disappointing
0	a pack of blatant lies and propaganda
0	had no sooner warmed the coveted seat
1	defend the rights of his homeland and people against
1	claims
0	does not support
0	telling lies
1	the consensus
1	rescue
1	unprecedented
0	should better withdraw its support to the forces of injustice , tyranny and oppression in the world
1	support
0	imperialists
0	alienated
1	legitimate
0	will contaminate
0	refusal to respond
0	we are living in a politically highly sophisticated society
1	congratulate
0	after dithering for a few days
0	futile
0	confess
1	comfortably
0	criticism
1	called on
1	would seek
0	if arafat fails to fulfill them
0	resorting
1	confidence
0	history of crimes against humanity
0	by cheating
1	will become one of the best elements
0	aggression and savage atrocities
1	hopes
1	to achieve a just solution
1	should be fully guaranteed
0	foundered
0	deems
0	destroying the established eu supported infrastructure
1	will press on
1	want
1	would withstand
1	if rummy booked these tough guys into a motel 6 , they 'd complain that there 's no room service
0	so called
0	pretence of a vicious war
0	has yet to show
1	has called on
0	lost the game
0	get our american colleagues to live up to the obligation
0	failure
1	pleases
0	brought the peace process to a deadlock
1	has been invited
0	raving
1	were in line with
0	hostile international attention
0	realized
0	upped the intensity
1	valued ally and friend
0	as servants to white interests and western powers
1	should be looking up smiling
0	vacationing
0	axis of evil
0	decision to condemn
0	protest
0	posing a grave threat
0	reject
0	no alternative
0	chanted
1	much fairer
0	looking nervously over
0	until all those above us stop stealing , argentina has no way out
0	bad decision
0	already turbulent
0	potential problem
0	has concerned
1	were singing and dancing to celebrate
1	largely satisfactory and transparent
0	instigate struggles and wars
0	legally established
0	does not want
0	dismissed
0	in vain
0	no one up above
0	entirely run counter to the aspirations
1	courageous stand
1	generally benefit
0	what is non wasp humanity
0	made nonsensical gaffes
0	oppressive
0	concern
0	hate
1	readily accept
0	warn
1	better ways
0	aggravated
0	dangerous terrorists
1	is giving the civil rights advocates a hearty thumbs up
0	wicked intention
0	so worried
1	not inferior
1	beneficial
1	any hope
0	however late
0	electoral hijacking
0	horrible
0	authoritarian or repressive
0	violent protests
0	a crime against humanity
1	congratulated
0	which means an indefinite suspension from the commonwealth , a ban on travel for mugabe 's cronies and to freeze their personal assets
0	premeditated massacres
0	must not use double standards
1	am pleased
0	brazen distortion
0	do not agree
0	axis of evil
1	called on
0	declined
1	beautiful historic coincidence
0	was unwise enough
0	are needed
0	not to embark on the suicidal path that he has chosen
0	not yet
1	congratulated
0	weary
0	there is no reason to cavil
0	unable to tolerate
0	are scared
1	recognition
0	immediately lapsed into hysterics
0	grew so unhappy
0	bankrolls
0	rejected
0	were protesting
0	went against
0	an aberration that goes against mankind
1	welcomed
0	believes
0	were considered as nonexistent by many countries
0	has greatly annoyed
0	have raised questions
0	accused
1	universal values
0	axis of evil theory
1	to win
0	been subjected to abusive language
1	agreed
0	delinquent
0	locked in a verbal war
0	was frustrated
1	binding wounds
1	has requested
1	were ready to accept
0	dominating the world
1	as a patient
1	solid and cordial
0	in tatters
0	aggressive
1	better cared for
1	signifies
0	this right this right right
0	odious
0	unreasonably
0	contrary opinions
0	axis of evil
0	disavowed
1	excellent
0	threatening america and its friends and allies
0	confined to minute cells
0	does not agree
0	making it easier to stuff ballot boxes
1	come to its senses
0	blamed
0	as the saying goes , when you pull up the turnip , mud comes with it
0	kennels
0	unexpectedly tough
1	ushered in an era of stability
0	long dominated
0	one of the most unstable
0	difficult
1	is rightly
0	very imperfect
1	final end to violence and terrorism
0	deliberately misinterpreted to suppress the opposition
0	club gitmo
1	readiness to establish a just peace
1	are being treated humanely
0	violent
0	disastrous
1	honored his commitment
1	support and encouragement
0	engulfed by violence and crime
1	loyal
0	against the enemy
0	would not accept
0	bristle at
0	no enemy of consequence in sight
0	the way washington is treating these prisoners
0	shadow of this noise
0	threat
0	is colored by leftist ideology
0	destroyed
0	settlement has increased considerably
0	threat
1	friends
0	these leaks had put his life in danger
0	do not accept
0	locking them up in cages
0	boasts
0	voiced his concern
0	collapse from within
0	everything good and nice
0	intolerant
0	nobody cares
0	has resisted
1	enjoying
0	that chavez has to be killed
1	urge to underline
0	nor is depriving them of all their senses
1	called
0	trying to re assert neocolonial rule
0	criticism from
0	they are so wrong and far from this reality
0	was particularly pleased
0	have responded in favor
0	is now intolerable for the dignity
0	the us has behaved as if it had a sort of natural right to create law
1	is reasonable
1	go out into the streets to defend
0	the modern , 21st century version of the stars and stripes
1	supporting
0	should not be loaded with all the world 's sins
0	had expressed doubt
0	conquering
0	evil
0	not only harming
1	continues to call for
0	what is left of the army 's reputation
0	axis of evil
0	should raise its voice against
0	an attempt to satisfy a primitive thirst for revenge
1	like
0	has lost control
0	reined in
0	naked pursuit
1	calls for
1	historic milestone
1	transparent , credible , free and fair
1	hope
1	hope
0	into a corner
1	was a turning point
1	good treatment
0	hindered
1	intends
0	refusal
0	unable to come to terms
0	are being subjected to
0	the united states' biggest enemy
0	making a spectacle of
1	to stand behind it
0	refused
1	having supported
0	destroying
0	systematically stealing
0	intended to be a warning
1	wants
0	highly unclear
0	has no moral excuse for shooting people merely demanding a new constitution
0	memorandum of protest
0	increasingly close
0	such animosity
1	to ask
0	think
1	elevates its image in international society
1	will be an asset
0	should not
0	neither good nor bad , just incorrigible
0	criticism from
0	rejecting
0	with typical understatement
1	been approved
0	condemnation
1	gives priority
1	welcomes
0	charged
0	suffer the consequences of its own economic mismanagement
1	unveiled the new plan that calls for
0	are probably not picky
0	the base of evil
0	biggest global problem we are facing today
1	hopes
0	climate of insecurity
0	protests
1	endorsed
0	eroding
0	allegations
0	concerned
1	please
0	criticized
0	has demoralized and corrupted
0	has painted
1	seeks
0	was baffled
1	to understand
0	forging its own way
0	nations that are n't transparent
0	creeps
0	oppose
0	fear and tension
1	has to respect
1	hold
0	either they fail outright
1	validates
1	fundamental freedoms
0	push the island to the edge
0	reports sowing the seeds of hatred and malice , or disparaging
0	ultimate effectiveness is in doubt
0	refused to apologize
0	never gave us politicians the right
1	more belt tightening
0	concern
0	despondent
0	demolished
0	condemned
1	grateful
1	more complete
1	seeks
0	failed policies
1	stick to
0	in a flurry
0	feel
0	our renegade province
0	intensify and accelerate
0	charged
1	might have been more controllable then
0	wanted to argue
1	that 's a fair deal
0	atmosphere of conflict
0	policy of provocation
0	violating human rights
1	like
1	persuade
0	risks being represented
1	is determined
0	that 's ridiculous
1	more restrained and responsible
0	such pessimism
1	in a statement appeals
0	have also condemned
1	had secretly harbored the fantasy
0	provocation
0	perp pal
1	protecting and promoting human rights
0	systematic campaign of violence
0	dismissed
0	taking action against
0	complicity
0	power at all costs
0	the rule of law is under fire
0	opposes
1	very frightening
0	absolutely impossible
0	treason
0	cornered
0	far reaching repercussions
0	remarks branding
0	considered
0	regretted
0	applaud everything
1	wisdom and creativity
0	filled with repression
0	is a telling example of a new and perhaps risky approach
0	they may no longer stand shoulder to shoulder
1	effective
0	a lack of transparent investigations
1	urged
0	that 's exactly what duhalde most lacks
1	abstractly recommend
0	tragedy
0	appeared surprised
1	sanctity of
0	not try to change the world by command
0	the willingness of most western governments to tolerate abuses
1	are happy
0	may annoy
0	rigging
0	punishment
0	expansionist policies
0	lacks a coherent
1	the absolute right in all cases
0	fell short
0	is getting little sympathy
1	says with a bright smile
0	great
0	only it was a little too early to get excited
0	add fuel to the raging fire
1	appeared ready
1	mutual desire
0	indignant protests
1	seek
1	have not given up their wish
0	witch hunting
0	voiced its protest
0	significant restrictions on citizens' rights
0	this suffering
0	rejects
0	make a protest
0	outcry
0	burden really lies
1	restore credibility
0	prevalent assumption
0	violent protests
0	against palestinian terrorism everywhere it exists
0	lest one lose one 's moral advantage
0	to draw up an action campaign aimed
1	may well
0	axis of evil
1	help of the almighty god
0	sharply criticised
1	blow to
0	his ship has been sailing towards a wrong direction for far too long
0	discrediting
0	again triggers the red light
1	wanted this very much
0	worst unrest
1	to reward
0	destroy
0	would only complicate things
0	argentine proportions
0	no one can feel proud
0	this distortion in its policies
0	do not intend
0	claimed
1	to peace and stability
0	alone
0	islands will go under
1	was pleased
0	are in no way in favor
0	pretext
0	refused to grant
0	manipulation
0	far from condemning
0	blair report
0	dangerous course of action
0	none of them
0	could be sympathisers
1	affirmed
1	aspirations of
0	could not be said to adequately comply
0	settle the accounts
0	he throws law , order and legitimacy to the wind
0	disregards
1	will reaffirm
0	feared
1	reiterated
1	preferring
1	for the benefit and well being of future generations all over the planet
0	accused
0	wants
0	the lack of respect for the human person
0	provocations
1	guaranteed
0	however
0	just for them
1	legitimate
0	threatening to further marginalize
0	business as usual
0	criticism of
0	clubbed two islamic states
0	state sponsored
0	is also reflected
0	so far
0	the embodiment of two sided justice
0	is a gross mistake
0	could be damaged
0	a valentine 's day gift for the polluters
1	equal footing
0	sees
1	good things
0	inevitably succumb
0	in protest against
0	any moral values
0	in an utterly disorderly way
0	plight
0	this level of hysteria
0	human rights violations
0	drew flak from
1	nonbelligerent
0	apparently not
0	looking for an edge
0	very regrettable
0	monstrous criminal outrage
0	drastically
1	positive
1	grand bargain
0	further hatred and a further escalation of the violence
0	continue to key up tensions
0	befallen
0	artificial
0	downgrading
0	could alienate
0	denounced
0	erroneous
0	who is ordinarily so sure of himself and of his jokes
0	pose a threat to indonesia 's national sovereignty
0	not my problem
0	outright isolation
0	be settled within the un framework
0	also failed
0	certain countries resort to
0	caused serious damage
0	seeking its own profit
0	apparently not
0	being power hungry
0	criticized
1	tyrannical tactics are at an end
1	has become stable and dynamic
0	dressings down
0	finally rewarded
1	came straight from the heart
0	condemned
0	gross violations
0	different
0	probably
0	open
0	domino effect
1	begin to support
0	do n't want
0	sacrifice
0	do n't go with a preconceived idea
0	merely speaks
1	can still break through
0	criticism
1	support
0	hand wringing
1	cooperate
1	stressed with pride
1	are strengthening his country 's appetite for a public campaign for change
0	will not be able
0	do not want to work
0	desperate means
0	is not credible
0	tyrannies
1	reaffirmed
0	is not , in the first place , willing to recognize
1	true reflection of the people 's will
1	calling for
0	making remarks unfavorable
0	the crime they have committed together
1	did their homework
0	cages which recall 'hotel hanoi'
1	was a priority goal
1	came forward justifying
0	thwarting
1	am sure
1	requested
0	it is dangerous
0	can not be considered as substantially free and fair
0	felt betrayed
0	do not recognise
0	let them stay in denial
0	regained
0	arbitrarily
1	the unconditional support
0	will die
0	should be tried by an international tribunal
0	threats
0	double standard
1	is pleased
1	promised
0	condemnation
0	rejected
0	expressed a stance
0	does a poor job
0	bashed
0	the superpower has decided to wage war and administer justice all on its own
1	flawlessly
0	perception
0	violators of human rights
0	tactful political manoeuvring
1	am sure
1	realize their national aspirations
0	irresponsible
0	criticizing
1	anticipated
1	agreeing
0	countries of special concern
0	about cold blood accomplices to murder , because that is what these al qa'ida disciples at guantanamo bay are
0	afraid
0	have not been able to live without
0	countless letters , statements , and comments protesting
0	hostility
0	play its trump card
0	vitriol
0	failed to provide any evidence
1	just and legitimate
0	double standard policy
0	ineffective
1	shows solidarity with the west
0	complete disregard for the plight of the palestinians despite timid warnings to israel
0	fear
1	should be opportunities
0	remain lagging behind
1	calls on
0	the criticism
0	are concerned
0	can not be called a democracy
0	presidential folly that will sully the name of the armed forces
0	hardly
0	fear
1	strong support for
0	dangerously absolutist and simplistic stance
1	expressed admiration and surprise
1	an unambiguous message
0	blamed
0	numerous serious abuses
0	killing of a large number of innocent civilians
0	ambiguity
0	absurd
0	gives constant demonstrations of discontent and irritation
0	ensure instability or militancy
0	in the name of self righteousness
0	does not commit
0	has refused
1	agreed
0	pave the way for social rebellion
0	extremely easy
1	free hand
0	unlimited capabilities
0	an allegation
1	very honor
0	if it is successful
1	agreed
1	thanked
0	short but tumultuous
0	has been widely condemned
0	aperitif for the probable democratic coup
1	backing
0	fears are rising
0	stipulated
1	towers over afghanistan
0	denied
1	will be even keener
1	considerable support from
0	will not resort
0	from british lords down to humble skinheads
0	think and state
0	implicitly encouraged
0	arrogance of power
0	threatening
1	was accepted
1	are prepared to accept
0	was unable to explain
1	free and fair
0	all the mighty
0	accused
0	the only way to peace
1	always likes to
0	even with all their tricks , there are too many of us
0	should criticize
1	is a staunch supporter of
1	accommodate
0	fear
0	is partly to blame
1	chavez was right
1	had become the closest allies
0	private diplomacy
1	genuinely
0	overshadowing
1	has been fully supporting
0	babysitters
0	feared
0	hold on power
0	so called
1	fix things
1	appreciates
0	are very critical
1	always justifies
0	was n't easy
1	can serve as a model
0	concluded in its scathing 70 , 000 word report
0	spurned
0	higher than any time in the past several hundred thousand years
0	massacring thousands of innocent people
0	have worse conditions
1	nevertheless
1	should take advantage of
0	condemn
1	a warm welcome
1	supports
0	threatening
1	hoped
0	absurd
0	resounding pots and pans demonstrations
0	are not sympathetic
0	context of the struggle against international terrorism
0	more serious
0	assumes the right to interfere
0	corruption
0	negative reports
1	would like
0	delivered a more devastating blow
1	accepted
0	if one goes by the us logic , only the us spy plane is permitted to spy at other people 's doorsteps
1	fine words
0	incapable
0	not the minister 's confrontational style
1	not only just
0	lumping
0	is suspected
0	tragic and shocking
0	its selfishness
1	pronouncement in favor
0	does not hope
0	would violate international standards prohibiting cruel , inhuman or degrading treatment
0	inaccurate
0	disagreements
0	criticism
0	declined
1	made a commitment
0	voices can not be heard by anyone
0	thugs
0	unconstitutional
1	to live in friendship and cordiality
0	targeted killing
0	ridiculing
0	this is crazy
0	flawed
1	have called on
0	spurning
0	irresponsible
0	in compliance
0	ever subtle
0	harm
0	ugly
1	the mustard seed
0	outrage
0	cried
1	well disposed
1	can not last
0	may be seeking to cause damage
0	warned
0	not safe
0	questioned
0	immediately lapsed into hysterics
0	criticism
0	hasty
0	were wrenching
0	inability to judge
0	oh , the horror
0	lowly outpost
1	was remarkable
0	suggests a return to the old days
0	ongoing devastation
0	does not do what it is supposed to do
0	unfortunately
0	a growing impression that misuari could pose a security threat
0	convenient electoral tool
1	allow for a semblance of a free and fair ballot
0	should not be condoned
0	dictated to
1	championing
0	hidden agents
0	wronged
1	expressed active support
0	so shocking
0	immediately blasted
0	threats expressed by
1	has had good reasons
0	numerous and profound irregularities
0	abuses including torture
1	was hoping
1	commitment
0	rejects
0	corner
0	are outraged
0	threat being spread
0	dishonoring
0	challenges
0	forced to navigate
0	children in distress
0	suffering
1	that will result in the creation of more jobs
0	nothing will be achieved
0	trying to inflict
1	wishes
1	certain satisfaction
0	a former army coup meister himself
1	want
0	absolute indifference
0	war mongering
0	a lot better than they are
0	sitting on the fence
1	endorsed and supported by
0	imposed on him
1	that would have integrity
1	that would be independent
0	will be cancelled out
1	congratulations
0	condemned
0	the victim of state terrorism
1	became hopeful
0	unreasonable
0	unimpressed
0	worse still , that they do n't care
1	quite a leap forward
0	outlined
0	thinks
0	weirdness does n't end there
0	to destroy
0	issued the fatwa
0	whether the global ban on torture can be abused on that account is another matter
0	is not justified
1	ambitious
1	would like
1	can not prevent
0	do n't want
0	global crisis
1	the military great power
1	top priority of
0	are also against
1	wanted
0	threats
0	scandalous
1	humanely
0	is in shellshock
0	cracks are appearing
0	utterly
0	no right
0	has long accused
0	knock
0	breast beating
0	violates
0	interference
0	extremist inclinations
0	something so petty
0	wept over
1	a great gift
0	increasingly tyrannical
1	is satisfied
0	bitter experience
0	also suggested that death would be the only way out of the conflict
1	free and fair
0	rapprochement between
0	remove their last trousers
0	comrades
1	recommendations
0	bellowing
0	not inclined to give way to rapture
0	thwarted
0	for no reason
0	rejected
1	to bow and accept the mayor 's , israel 's , demands
0	denouncing
0	had reservations
0	will become much more difficult
0	prodded
1	recommendations
0	complicates any situation
0	does not set a healthy precedent
1	end of the era of violence and counterviolence
0	merely superficial
1	should have been on the side
1	full support
1	stick to his principles
0	demerits
1	favorably describing
1	stand beside right and justice
1	supports
0	back down
0	fears
1	free and fair
0	free fall
0	war against terrorism'
0	in danger of removing
0	territorial ambition
1	not as the ticket of last resort
1	implored
0	not
1	expand peace and security
1	agreed
0	to step down
0	dire effects
0	refused to receive
0	refusal to approve
0	strong protest and criticism
0	concerns
1	opinion was solidly behind
1	legitimate
0	impatience
1	the will of
1	called for
0	demonstrations against
0	inhumane
0	abandonment
1	dominant
0	the point
1	new milestone
1	boasts
0	rejecting the idea
0	took to the streets around the country in a pot banging demonstration
0	flirting with
0	axis of evil
0	used the word of axis of evil to label
1	sustainable development and environmental protection
1	recognition
1	to approve
1	just want
0	to threaten the stability and security of the world
0	such measures
0	denouncing
0	may be seen behind terror
1	support
0	illegible
0	only deserves rejection
0	bore the responsibility for the confused events
0	because the salary is not enough
1	extremely well prepared
1	want
0	is accused
1	wanted
1	support
0	taiwan independence'
0	get a life
1	enormous interest
1	high prospects
1	remarkable
1	as patients
1	still going strong
0	return to the protectionism
0	affront against law and democracy
0	are often tainted with a significant degree of hypocrisy
0	terrorist allies
0	rejection
0	have staged marches , banging on pots and pans , and other demonstrations to protest
1	unconditional support
1	interests
1	lacks
0	refusal to respect its obligations
0	may starve
0	hegemonic and belligerent policy
0	does not conform
0	government orchestrated
0	thinking
1	national aspirations
0	oppose
0	brushed aside
0	does n't accept
0	complaining
0	all these innocent people being killed
1	said smiling
1	recognition
1	calls for
0	strong opposition
0	shameful
0	were being used
1	known
0	immense gulf between
1	promise
1	an economic beacon
1	an end to the conflict
0	of course
0	other nations may try to do the same in less dire times
0	arrogance toward everything arab
1	would adhere to a pluralistic vision
1	other major achievements
1	expressed his surprise
0	phenomenon
0	to refuse
1	an ability to look decades ahead and not let oneself get beaten down
1	seeking
1	country of enormous potential
1	all but welcomed
0	devil 's empire
0	him in so ferocious an image wearing a t shirt and jogging pants bearing some english letters , baring his teeth and with a glare of hatred in his eyes
0	axis of evil
1	save
0	would boost
0	prime targets
0	would drag down the economy
0	palestinians are bent on destroying
0	the crisis is in a bind
0	markedly different
0	refuses
1	wants
0	but
0	corruption
0	criminals
0	club gitmo
1	jubilant
1	like
0	imprudence
1	want to ask
0	evil
0	turned out to be impossible
0	degeneration of the democratic process
0	the united states does not want to learn the lesson
0	dogma
0	disapprove
1	some goals
1	number one democracy
0	interference
0	think
1	would have a better idea if
0	duress
1	will urge
0	all kinds of vicious
1	easier and more motivating
1	cheering
1	approval
0	new political bogey
0	threaten our society
0	stir up troubles
1	commended
1	turning a new leaf toward fruitful negotiations leading to a just peace
0	betrayed the hopes of his people
1	isolate and fortify itself
0	do not recognise
1	strategy calling for
0	to crush
1	have also voiced interest
1	serious , calm and forward looking approach
0	violated
0	arrogance
0	are not to be treated like those jailed by the u s
0	the demon they have reared
0	failed
0	concerns
0	in the guise of its so called war on terror
0	they face the risk
0	fend off
0	criticism
0	cruel and inhuman punishment
0	revokes
0	suppression of palestinians
1	not subject to the get out of jail escape hatches
1	promised
0	errant member
0	discourage
1	the support
0	sanctions message
0	would be reluctant
0	be a cover for
1	called on
1	legitimacy
0	axis of evil
1	should act carefully
1	preferable
0	a slap on the wrist
0	want to avoid
0	loudly trumpeted
0	totally dependent
1	remains optimistic
0	fails to exploit
1	called for
0	done with ulterior motives
0	decided
1	favourable comment
1	only enhanced
0	horror
1	well respected
0	terrorist thugs
0	slow
1	peacefully
1	purpose
0	failed
1	noble cause
0	believed
1	require a careful and mature approach
0	questions
0	intimidate
0	desperate
0	aided and abetted
0	master of escalation
1	support
1	will overcome the current difficulties , revive their economy and maintain their social stability
0	warned
1	thankfully
